Symbol,·Ôµ¥Ä¥¼º_½Ã°¡(¿ø),·Ôµ¥Ä¥¼º_Á¾°¡(¿ø),·Ôµ¥Ä¥¼º_°Å·¡·®(ÁÖ),·Ôµ¥Ä¥¼º_PER(IFRS-¿¬°á),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2006-09-04,1296000.0,1320000.0,1120.0,21.91,-349,5,393
2006-09-05,1303000.0,1320000.0,3433.0,21.91,-17,-60,65
2006-09-06,1320000.0,1298000.0,701.0,21.55,25,-195,178
2006-09-07,1310000.0,1300000.0,841.0,21.58,-22,180,-208
2006-09-08,1313000.0,1307000.0,823.0,21.7,-53,169,-179
2006-09-11,1310000.0,1287000.0,281.0,21.37,139,-85,-16
2006-09-12,1298000.0,1280000.0,239.0,21.25,48,49,-106
2006-09-13,1293000.0,1282000.0,151.0,21.28,-11,25,3
2006-09-14,1288000.0,1300000.0,3339.0,21.58,-91,1633,-1173
2006-09-15,1283000.0,1290000.0,221.0,21.42,51,-31,-14
2006-09-18,1290000.0,1308000.0,960.0,21.71,-76,343,-467
2006-09-19,1309000.0,1290000.0,166.0,21.42,125,-94,-25
2006-09-20,1299000.0,1290000.0,241.0,21.42,-5,125,-138
2006-09-21,1288000.0,1281000.0,216.0,21.27,25,26,-66
2006-09-22,1281000.0,1285000.0,4363.0,21.33,40,-120,91
2006-09-25,1299000.0,1297000.0,514.0,21.53,-77,254,-169
2006-09-26,1298000.0,1281000.0,524.0,21.27,284,-425,184
2006-09-27,1271000.0,1307000.0,1149.0,21.7,-273,738,-509
2006-09-28,1317000.0,1319000.0,315.0,21.9,-131,61,76
2006-09-29,1345000.0,1283000.0,632.0,21.3,249,-85,-162
2006-10-02,1299000.0,1306000.0,838.0,21.68,-162,353,-191
2006-10-04,1283000.0,1252000.0,704.0,20.78,503,-406,-38
2006-10-09,1253000.0,1215000.0,1491.0,20.17,388,97,-463
2006-10-10,1248000.0,1215000.0,769.0,20.17,275,62,-459
2006-10-11,1219000.0,1215000.0,662.0,20.17,205,229,-491
2006-10-12,1230000.0,1169000.0,1829.0,19.41,1115,-252,-865
2006-10-13,1181000.0,1191000.0,1109.0,19.77,-56,448,-456
2006-10-16,1191000.0,1178000.0,526.0,19.56,158,59,-213
2006-10-17,1189000.0,1165000.0,749.0,19.34,229,137,-376
2006-10-18,1180000.0,1187000.0,708.0,19.71,-261,489,-304
2006-10-19,1166000.0,1189000.0,600.0,19.74,-91,236,-127
2006-10-20,1189000.0,1197000.0,507.0,19.87,-210,349,-107
2006-10-23,1197000.0,1183000.0,158.0,19.64,-3,41,-45
2006-10-24,1170000.0,1196000.0,446.0,19.85,-14,-65,91
2006-10-25,1184000.0,1179000.0,391.0,19.57,20,26,-54
2006-10-26,1176000.0,1200000.0,429.0,19.92,-65,30,12
2006-10-27,1200000.0,1198000.0,259.0,19.89,12,113,-172
2006-10-30,1188000.0,1197000.0,236.0,19.87,-53,105,-80
2006-10-31,1200000.0,1188000.0,346.0,19.72,-57,62,4
2006-11-01,1182000.0,1199000.0,1780.0,19.9,-135,146,26
2006-11-02,1200000.0,1199000.0,1124.0,19.9,465,185,-815
2006-11-03,1191000.0,1198000.0,304.0,19.89,7,110,-216
2006-11-06,1198000.0,1199000.0,355.0,19.9,77,-114,33
2006-11-07,1199000.0,1200000.0,379.0,19.92,-94,267,-222
2006-11-08,1181000.0,1200000.0,369.0,19.92,-19,60,37
2006-11-09,1189000.0,1212000.0,925.0,20.12,-77,170,-123
2006-11-10,1196000.0,1192000.0,308.0,19.79,104,5,-109
2006-11-13,1192000.0,1177000.0,353.0,19.54,164,53,-237
2006-11-14,1177000.0,1166000.0,1035.0,19.36,508,-203,-249
2006-11-15,1167000.0,1137000.0,1076.0,18.88,971,-240,-721
2006-11-16,1129000.0,1120000.0,1161.0,18.59,575,132,-705
2006-11-17,1142000.0,1120000.0,2414.0,18.59,734,-5,-753
2006-11-20,1120000.0,1115000.0,1390.0,18.51,72,-122,50
2006-11-21,1120000.0,1125000.0,2426.0,18.68,-51,215,-180
2006-11-22,1131000.0,1147000.0,1692.0,19.04,-306,476,-226
2006-11-23,1153000.0,1167000.0,1758.0,19.37,-322,249,29
2006-11-24,1170000.0,1165000.0,1233.0,19.34,-240,321,-125
2006-11-27,1148000.0,1161000.0,451.0,19.27,27,-23,-61
2006-11-28,1141000.0,1137000.0,864.0,18.88,172,-71,-97
2006-11-29,1138000.0,1142000.0,813.0,18.96,-96,209,-153
2006-11-30,1142000.0,1145000.0,776.0,19.01,-19,7,-18
2006-12-01,1145000.0,1151000.0,990.0,19.11,-181,-82,259
2006-12-04,1159000.0,1157000.0,390.0,19.21,-146,8,137
2006-12-05,1147000.0,1150000.0,683.0,19.09,-262,27,215
2006-12-06,1150000.0,1160000.0,328.0,19.26,-106,50,19
2006-12-07,1164000.0,1164000.0,1169.0,19.32,36,189,-245
2006-12-08,1156000.0,1155000.0,830.0,19.17,-26,281,-271
2006-12-11,1155000.0,1155000.0,590.0,19.17,-1,263,-298
2006-12-12,1155000.0,1140000.0,353.0,18.93,-12,-41,65
2006-12-13,1140000.0,1152000.0,1377.0,19.12,64,-176,122
2006-12-14,1164000.0,1165000.0,4630.0,19.34,212,-1600,1647
2006-12-15,1143000.0,1164000.0,738.0,19.32,274,-239,-24
2006-12-18,1164000.0,1174000.0,973.0,19.49,-312,-150,453
2006-12-19,1171000.0,1152000.0,1018.0,19.12,-68,581,-30
2006-12-20,1154000.0,1189000.0,1799.0,19.74,-278,408,-152
2006-12-21,1190000.0,1265000.0,1854.0,21.0,-1224,536,694
2006-12-22,1263000.0,1276000.0,2584.0,21.18,-1235,295,945
2006-12-26,1275000.0,1323000.0,850.0,21.96,-498,210,324
2006-12-27,1323000.0,1320000.0,199.0,21.91,-24,-24,48
2006-12-28,1325000.0,1400000.0,1330.0,23.24,-523,-97,622
2007-01-02,1428000.0,1586000.0,924.0,29.84,-175,11,172
2007-01-03,1561000.0,1490000.0,1381.0,28.03,130,-60,-58
2007-01-04,1471000.0,1396000.0,1127.0,26.27,72,-380,310
2007-01-05,1380000.0,1292000.0,2307.0,24.31,534,-894,401
2007-01-08,1300000.0,1281000.0,1056.0,24.1,518,-96,-422
2007-01-09,1308000.0,1230000.0,1324.0,23.14,589,-277,-306
2007-01-10,1231000.0,1199000.0,2862.0,22.56,858,-1161,296
2007-01-11,1181000.0,1231000.0,2042.0,23.16,-153,-286,486
2007-01-12,1233000.0,1284000.0,1542.0,24.16,-501,-190,695
2007-01-15,1290000.0,1260000.0,795.0,23.71,-50,-397,466
2007-01-16,1256000.0,1255000.0,331.0,23.61,-136,33,95
2007-01-17,1255000.0,1265000.0,940.0,23.8,-68,-350,436
2007-01-18,1454000.0,1354000.0,5720.0,25.47,-450,61,384
2007-01-19,1363000.0,1300000.0,677.0,24.46,62,-115,59
2007-01-22,1285000.0,1354000.0,518.0,25.47,-161,237,-92
2007-01-23,1351000.0,1383000.0,502.0,26.02,-152,70,49
2007-01-24,1385000.0,1434000.0,1141.0,26.98,-338,290,51
2007-01-25,1450000.0,1400000.0,389.0,26.34,100,82,-187
2007-01-26,1400000.0,1338000.0,875.0,25.17,367,-186,-180
2007-01-29,1338000.0,1349000.0,522.0,25.38,139,-14,-115
2007-01-30,1348000.0,1383000.0,423.0,26.02,-184,342,-161
2007-01-31,1383000.0,1368000.0,826.0,25.74,7,-353,378
2007-02-01,1376000.0,1473000.0,1698.0,27.71,-619,315,272
2007-02-02,1471000.0,1494000.0,1621.0,28.11,-204,250,-35
2007-02-05,1464000.0,1499000.0,576.0,28.2,-21,-42,65
2007-02-06,1485000.0,1500000.0,601.0,28.22,-55,274,-236
2007-02-07,1490000.0,1497000.0,386.0,28.17,-36,202,-166
2007-02-08,1498000.0,1442000.0,1018.0,27.13,243,452,-702
2007-02-09,1439000.0,1425000.0,659.0,26.81,127,322,-462
2007-02-12,1412000.0,1392000.0,545.0,26.19,175,1,-176
2007-02-13,1396000.0,1349000.0,1233.0,25.38,728,83,-851
2007-02-14,1355000.0,1338000.0,1796.0,25.17,905,237,-1190
2007-02-15,1351000.0,1333000.0,1535.0,25.08,1003,-48,-955
2007-02-16,1330000.0,1300000.0,2624.0,24.46,924,-25,-919
2007-02-20,1290000.0,1300000.0,700.0,24.46,509,-92,-417
2007-02-21,1297000.0,1299000.0,1269.0,24.44,666,48,-745
2007-02-22,1313000.0,1330000.0,2403.0,25.02,521,306,-897
2007-02-23,1335000.0,1330000.0,1216.0,25.02,186,423,-667
2007-02-26,1340000.0,1316000.0,920.0,24.76,-11,160,-175
2007-02-27,1322000.0,1320000.0,543.0,24.84,-19,-17,-14
2007-02-28,1300000.0,1284000.0,1987.0,24.16,502,-956,446
2007-03-02,1284000.0,1275000.0,1360.0,23.99,123,-446,347
2007-03-05,1265000.0,1191000.0,1599.0,22.41,792,-459,-295
2007-03-06,1202000.0,1228000.0,1432.0,23.1,59,321,-380
2007-03-07,1250000.0,1208000.0,1577.0,22.73,836,-340,-492
2007-03-08,1222000.0,1230000.0,2037.0,23.14,127,221,-385
2007-03-09,1224000.0,1204000.0,953.0,22.65,697,-459,-231
2007-03-12,1207000.0,1205000.0,987.0,22.67,618,-328,-290
2007-03-13,1204000.0,1198000.0,1202.0,22.54,750,-340,-390
2007-03-14,1183000.0,1169000.0,2235.0,21.99,1206,-307,-889
2007-03-15,1175000.0,1188000.0,1515.0,22.35,136,348,-500
2007-03-16,1207000.0,1182000.0,461.0,22.24,138,-19,-107
2007-03-19,1166000.0,1180000.0,1007.0,22.2,91,371,-547
2007-03-20,1182000.0,1185000.0,709.0,22.3,174,97,-296
2007-03-21,1193000.0,1181000.0,614.0,22.22,187,-85,-124
2007-03-22,1171000.0,1177000.0,1220.0,22.14,319,310,-683
2007-03-23,1190000.0,1201000.0,1498.0,22.6,-36,436,-491
2007-03-26,1206000.0,1220000.0,1375.0,22.95,-138,690,-577
2007-03-27,1231000.0,1241000.0,1861.0,23.35,-282,806,-579
2007-03-28,1242000.0,1192000.0,1263.0,22.43,455,-170,-338
2007-03-29,1191000.0,1208000.0,1534.0,22.73,189,549,-788
2007-03-30,1227000.0,1201000.0,2459.0,22.6,-58,286,-233
2007-04-02,1210000.0,1224000.0,1651.0,23.03,-559,269,261
2007-04-03,1226000.0,1200000.0,1034.0,22.58,398,-332,-62
2007-04-04,1201000.0,1195000.0,1486.0,22.48,761,-182,-579
2007-04-05,1195000.0,1201000.0,861.0,22.6,-2,-21,-2
2007-04-06,1210000.0,1196000.0,308.0,22.5,-35,-69,104
2007-04-09,1204000.0,1212000.0,784.0,22.8,-113,89,20
2007-04-10,1212000.0,1204000.0,812.0,22.65,207,-130,-59
2007-04-11,1200000.0,1217000.0,1748.0,22.9,-396,109,262
2007-04-12,1217000.0,1260000.0,1568.0,23.71,-800,1058,-305
2007-04-13,1255000.0,1231000.0,1526.0,23.16,682,-225,-431
2007-04-16,1235000.0,1227000.0,688.0,23.09,339,-140,-200
2007-04-17,1226000.0,1227000.0,1344.0,23.09,316,-272,-44
2007-04-18,1223000.0,1235000.0,1309.0,23.24,-130,160,-36
2007-04-19,1235000.0,1220000.0,2126.0,22.95,511,-228,-277
2007-04-20,1235000.0,1247000.0,994.0,23.46,-860,630,192
2007-04-23,1248000.0,1240000.0,824.0,23.33,-316,-124,387
2007-04-24,1243000.0,1217000.0,760.0,22.9,138,-177,39
2007-04-25,1221000.0,1196000.0,1279.0,22.5,569,-282,-284
2007-04-26,1197000.0,1211000.0,556.0,22.78,9,97,-106
2007-04-27,1214000.0,1200000.0,871.0,22.58,190,-203,13
2007-04-30,1200000.0,1205000.0,1115.0,22.67,55,-66,14
2007-05-02,1215000.0,1213000.0,1233.0,22.82,216,-46,-171
2007-05-03,1205000.0,1222000.0,1482.0,22.99,2,-309,269
2007-05-04,1234000.0,1222000.0,1367.0,22.99,599,-473,-127
2007-05-07,1215000.0,1239000.0,1224.0,23.31,-378,291,83
2007-05-08,1234000.0,1230000.0,771.0,23.14,176,-115,-54
2007-05-09,1230000.0,1238000.0,1003.0,23.29,260,171,-432
2007-05-10,1232000.0,1226000.0,1939.0,23.07,91,94,-175
2007-05-11,1233000.0,1207000.0,1429.0,22.71,171,-225,34
2007-05-14,1205000.0,1207000.0,991.0,22.71,-19,-118,149
2007-05-15,1202000.0,1210000.0,797.0,22.77,14,187,-205
2007-05-16,1206000.0,1214000.0,530.0,22.84,-50,264,-218
2007-05-17,1215000.0,1204000.0,1165.0,22.65,414,-277,-129
2007-05-18,1204000.0,1195000.0,1463.0,22.48,251,71,-332
2007-05-21,1195000.0,1191000.0,2404.0,22.41,293,-49,-250
2007-05-22,1190000.0,1171000.0,2126.0,22.03,1457,-884,-546
2007-05-23,1167000.0,1158000.0,2355.0,21.79,1432,-322,-1115
2007-05-25,1160000.0,1149000.0,1793.0,21.62,736,25,-757
2007-05-28,1151000.0,1166000.0,915.0,21.94,123,-197,70
2007-05-29,1162000.0,1134000.0,2605.0,21.34,1761,-516,-1245
2007-05-30,1132000.0,1093000.0,4708.0,20.56,1763,-217,-1506
2007-05-31,1093000.0,1115000.0,4341.0,20.98,1236,505,-1643
2007-06-01,1115000.0,1143000.0,3360.0,21.5,-804,-219,1005
2007-06-04,1136000.0,1136000.0,1459.0,21.37,380,-212,-180
2007-06-05,1135000.0,1136000.0,1521.0,21.37,362,-25,-302
2007-06-07,1141000.0,1200000.0,7113.0,22.58,-1324,157,1091
2007-06-08,1190000.0,1201000.0,5291.0,22.6,-61,86,-1
2007-06-11,1198000.0,1184000.0,5041.0,22.28,453,-675,245
2007-06-12,1182000.0,1165000.0,2985.0,21.92,1237,174,-1405
2007-06-13,1159000.0,1152000.0,10055.0,21.67,251,4506,-4666
2007-06-14,1155000.0,1180000.0,6928.0,22.2,306,-81,-63
2007-06-15,1180000.0,1192000.0,5351.0,22.43,173,514,-613
2007-06-18,1192000.0,1200000.0,5691.0,22.58,667,84,-660
2007-06-19,1200000.0,1174000.0,1919.0,22.09,1127,-342,-812
2007-06-20,1170000.0,1154000.0,2142.0,21.71,1076,-7,-1062
2007-06-21,1151000.0,1170000.0,1180.0,22.01,-43,542,-532
2007-06-22,1161000.0,1157000.0,2262.0,21.77,517,109,-655
2007-06-25,1151000.0,1176000.0,2671.0,22.13,-1272,166,1081
2007-06-26,1164000.0,1156000.0,3458.0,21.75,1783,-548,-1287
2007-06-27,1145000.0,1164000.0,1337.0,21.9,-131,-223,357
2007-06-28,1152000.0,1176000.0,2187.0,22.13,-619,-9,640
2007-06-29,1175000.0,1189000.0,3134.0,22.37,-1683,56,1377
2007-07-02,1180000.0,1186000.0,1106.0,22.31,-295,85,201
2007-07-03,1182000.0,1210000.0,3483.0,22.77,-682,469,187
2007-07-04,1210000.0,1240000.0,8540.0,23.33,-527,3014,-4729
2007-07-05,1240000.0,1426000.0,15047.0,26.83,352,1489,-1825
2007-07-06,1408000.0,1394000.0,14377.0,26.23,-2447,8258,-5828
2007-07-09,1370000.0,1352000.0,3442.0,25.44,-521,1425,-1038
2007-07-10,1350000.0,1340000.0,3993.0,25.21,37,657,-736
2007-07-11,1330000.0,1310000.0,1658.0,24.65,318,272,-631
2007-07-12,1300000.0,1302000.0,2488.0,24.5,-31,440,-398
2007-07-13,1303000.0,1362000.0,9042.0,25.63,-220,-697,763
2007-07-16,1371000.0,1358000.0,1794.0,25.55,-456,106,288
2007-07-18,1358000.0,1360000.0,3203.0,25.59,-158,788,-646
2007-07-19,1360000.0,1417000.0,2741.0,26.66,-1285,700,506
2007-07-20,1411000.0,1479000.0,7165.0,27.83,-28,893,-983
2007-07-23,1477000.0,1479000.0,3098.0,27.83,-783,1189,-542
2007-07-24,1479000.0,1580000.0,6618.0,29.73,-787,526,336
2007-07-25,1597000.0,1660000.0,3853.0,31.23,-1823,1679,150
2007-07-26,1640000.0,1619000.0,2532.0,30.46,-174,1127,-998
2007-07-27,1580000.0,1520000.0,3839.0,28.6,80,709,-849
2007-07-30,1538000.0,1510000.0,4126.0,28.41,-528,1522,-1454
2007-07-31,1481000.0,1500000.0,3541.0,28.22,-619,-107,552
2007-08-01,1500000.0,1457000.0,3264.0,27.41,170,274,-245
2007-08-02,1436000.0,1480000.0,2505.0,27.85,-107,843,-777
2007-08-03,1486000.0,1485000.0,1751.0,27.94,42,277,-624
2007-08-06,1444000.0,1470000.0,3666.0,27.66,-13,780,-859
2007-08-07,1481000.0,1485000.0,2260.0,27.94,787,230,-1232
2007-08-08,1484000.0,1525000.0,5623.0,28.69,393,3575,-4119
2007-08-09,1520000.0,1548000.0,4277.0,29.12,1877,-268,-1588
2007-08-10,1497000.0,1490000.0,4313.0,28.03,-377,632,-585
2007-08-13,1490000.0,1500000.0,2721.0,28.22,-504,1384,-1008
2007-08-14,1500000.0,1500000.0,2847.0,28.22,647,772,-1676
2007-08-16,1475000.0,1328000.0,6121.0,24.99,253,1996,-2283
2007-08-17,1370000.0,1281000.0,4191.0,24.1,-677,1443,-744
2007-08-20,1333000.0,1370000.0,6533.0,25.78,3147,989,-3995
2007-08-21,1390000.0,1375000.0,4467.0,25.87,-164,739,-571
2007-08-22,1397000.0,1500000.0,8599.0,28.22,-1050,1322,-358
2007-08-23,1521000.0,1495000.0,9740.0,28.13,-552,-251,895
2007-08-24,1487000.0,1470000.0,1050.0,27.66,-195,124,72
2007-08-27,1470000.0,1420000.0,1771.0,26.72,390,180,-556
2007-08-28,1421000.0,1423000.0,2115.0,26.77,291,139,-414
2007-08-29,1400000.0,1420000.0,2071.0,26.72,-22,585,-559
2007-08-30,1421000.0,1420000.0,2241.0,26.72,517,116,-469
2007-08-31,1424000.0,1445000.0,4759.0,27.19,-894,1336,-581
2007-09-03,1445000.0,1424000.0,1743.0,26.79,593,125,-678
2007-09-04,1412000.0,1390000.0,4472.0,26.15,688,954,-1419
2007-09-05,1390000.0,1327000.0,6384.0,24.97,2083,-597,-859
2007-09-06,1323000.0,1320000.0,3095.0,24.84,1182,27,-1325
2007-09-07,1324000.0,1320000.0,2119.0,24.84,515,-168,-321
2007-09-10,1288000.0,1276000.0,6747.0,24.01,846,-460,-405
2007-09-11,1276000.0,1324000.0,2445.0,24.91,-676,216,448
2007-09-12,1317000.0,1280000.0,3134.0,24.08,76,-298,208
2007-09-13,1280000.0,1280000.0,3617.0,24.08,518,-1065,450
2007-09-14,1281000.0,1304000.0,2986.0,24.53,-294,-442,748
2007-09-17,1288000.0,1305000.0,1264.0,24.55,-156,-89,355
2007-09-18,1300000.0,1296000.0,2816.0,24.38,-400,-738,1659
2007-09-19,1299000.0,1331000.0,2991.0,25.04,-1640,1192,404
2007-09-20,1340000.0,1368000.0,2614.0,25.74,-1332,454,860
2007-09-21,1369000.0,1372000.0,1672.0,25.81,-372,201,169
2007-09-27,1372000.0,1400000.0,1617.0,26.34,-1194,840,359
2007-09-28,1382000.0,1396000.0,1034.0,26.27,-492,-81,585
2007-10-01,1385000.0,1420000.0,1771.0,26.72,-655,675,-31
2007-10-02,1406000.0,1422000.0,1995.0,26.75,-686,618,116
2007-10-04,1402000.0,1384000.0,4529.0,26.04,850,481,-1325
2007-10-05,1384000.0,1335000.0,4605.0,25.12,1315,-57,-972
2007-10-08,1337000.0,1326000.0,24755.0,24.95,584,10835,-21413
2007-10-09,1326000.0,1380000.0,14605.0,25.96,-2544,-3631,6101
2007-10-10,1380000.0,1380000.0,3135.0,25.96,-612,-360,936
2007-10-11,1380000.0,1412000.0,4494.0,26.57,-2191,-1219,3402
2007-10-12,1405000.0,1397000.0,3875.0,26.28,-734,-1380,2128
2007-10-15,1398000.0,1407000.0,2244.0,26.47,-525,-451,982
2007-10-16,1407000.0,1300000.0,2314.0,24.46,-552,-1020,1839
2007-10-17,1387000.0,1366000.0,3621.0,25.7,-753,-472,1332
2007-10-18,1346000.0,1353000.0,3254.0,25.46,30,998,-1029
2007-10-19,1362000.0,1370000.0,2381.0,25.78,-879,-574,1554
2007-10-22,1349000.0,1271000.0,3602.0,23.91,1579,-83,-1564
2007-10-23,1275000.0,1304000.0,7081.0,24.53,1248,-500,-810
2007-10-24,1292000.0,1220000.0,6707.0,22.95,3057,-711,-2344
2007-10-25,1215000.0,1136000.0,8712.0,21.37,3560,-1066,-1879
2007-10-26,1152000.0,1163000.0,3572.0,21.88,346,-749,625
2007-10-29,1181000.0,1230000.0,3749.0,23.14,-620,239,386
2007-10-30,1230000.0,1230000.0,1381.0,23.14,-359,304,40
2007-10-31,1245000.0,1270000.0,1881.0,23.89,-1386,300,1017
2007-11-01,1286000.0,1231000.0,2036.0,23.16,-435,472,-32
2007-11-02,1229000.0,1215000.0,2252.0,22.86,-303,-940,1282
2007-11-05,1206000.0,1200000.0,1382.0,22.58,136,-717,614
2007-11-06,1201000.0,1190000.0,1965.0,22.39,433,-3,-494
2007-11-07,1193000.0,1167000.0,3602.0,21.96,1403,-127,-1273
2007-11-08,1169000.0,1131000.0,4374.0,21.28,1896,-936,-899
2007-11-09,1135000.0,1210000.0,3253.0,22.77,-2275,887,1352
2007-11-12,1178000.0,1185000.0,1406.0,22.3,15,-15,-9
2007-11-13,1189000.0,1192000.0,1336.0,22.43,-301,254,-3
2007-11-14,1200000.0,1208000.0,1406.0,22.73,-410,654,-301
2007-11-15,1192000.0,1204000.0,1751.0,22.65,67,298,-351
2007-11-16,1204000.0,1172000.0,1191.0,22.05,532,-662,73
2007-11-19,1194000.0,1193000.0,1124.0,22.45,-298,229,68
2007-11-20,1191000.0,1210000.0,1475.0,22.77,-935,454,473
2007-11-21,1184000.0,1142000.0,3859.0,21.49,1264,-1088,-185
2007-11-22,1142000.0,1140000.0,2672.0,21.45,406,276,-730
2007-11-23,1142000.0,1117000.0,3317.0,21.02,707,243,-968
2007-11-26,1117000.0,1120000.0,3804.0,21.07,1748,-358,-1384
2007-11-27,1120000.0,1091000.0,2551.0,20.53,525,256,-815
2007-11-28,1094000.0,1092000.0,8490.0,20.55,631,93,-862
2007-11-29,1095000.0,1080000.0,4977.0,20.32,1466,1407,-3753
2007-11-30,1075000.0,1032000.0,11786.0,19.42,6686,1347,-7840
2007-12-03,1037000.0,1004000.0,9662.0,18.89,5617,610,-5828
2007-12-04,1001000.0,1000000.0,4435.0,18.81,2493,167,-2710
2007-12-05,1001000.0,1005000.0,6320.0,18.91,1124,1154,-2475
2007-12-06,1002000.0,1038000.0,23586.0,19.53,-137,1872,-1763
2007-12-07,1050000.0,1050000.0,11623.0,19.76,-384,1250,-928
2007-12-10,1050000.0,1034000.0,3715.0,19.45,-376,245,50
2007-12-11,1029000.0,1024000.0,3057.0,19.27,51,873,-950
2007-12-12,1021000.0,1008000.0,3719.0,18.97,487,131,-396
2007-12-13,1005000.0,987000.0,9307.0,18.57,3915,-3145,-757
2007-12-14,993000.0,998000.0,2988.0,18.78,-47,406,-355
2007-12-17,999000.0,999000.0,3904.0,18.8,-663,1921,-1258
2007-12-18,999000.0,1000000.0,2473.0,18.81,-106,364,-278
2007-12-20,1000000.0,1000000.0,4360.0,18.81,-205,1550,-1270
2007-12-21,1000000.0,1021000.0,2825.0,19.21,-717,1623,-920
2007-12-24,1022000.0,1030000.0,2361.0,19.38,-97,426,-337
2007-12-26,1031000.0,1029000.0,1508.0,19.36,-110,276,-214
2007-12-27,1027000.0,1029000.0,1608.0,19.36,-275,42,243
2007-12-28,1030000.0,1049000.0,22865.0,19.74,-331,19476,-19396
2008-01-02,1046000.0,1083000.0,26983.0,22.65,120,19879,-21603
2008-01-03,1075000.0,1170000.0,52780.0,24.47,-4240,17371,-17544
2008-01-04,1170000.0,1224000.0,9600.0,25.6,-4436,3762,44
2008-01-07,1170000.0,1235000.0,8900.0,25.83,-2462,13,2419
2008-01-08,1211000.0,1215000.0,5045.0,25.41,-591,541,31
2008-01-09,1178000.0,1215000.0,9429.0,25.41,-937,2550,-3648
2008-01-10,1212000.0,1163000.0,2353.0,24.32,663,-174,-642
2008-01-11,1164000.0,1160000.0,4732.0,24.26,-1485,474,656
2008-01-14,1159000.0,1149000.0,2771.0,24.03,-603,861,-503
2008-01-15,1156000.0,1149000.0,1980.0,24.03,-800,32,762
2008-01-16,1150000.0,1125000.0,2732.0,23.53,-330,784,-914
2008-01-17,1149000.0,1124000.0,2203.0,23.51,-513,-358,667
2008-01-18,1124000.0,1135000.0,1674.0,23.74,-587,163,320
2008-01-21,1130000.0,1120000.0,2442.0,23.42,-460,41,347
2008-01-22,1100000.0,1100000.0,3160.0,23.01,-1072,1243,-129
2008-01-23,1117000.0,1106000.0,2932.0,23.13,174,5,-659
2008-01-24,1107000.0,1110000.0,2183.0,23.22,-198,210,-610
2008-01-25,1110000.0,1105000.0,1869.0,23.11,111,598,-647
2008-01-28,1095000.0,1090000.0,1812.0,22.8,-147,919,-809
2008-01-29,1090000.0,1093000.0,2007.0,22.86,59,776,-899
2008-01-30,1094000.0,1083000.0,1949.0,22.65,-132,72,38
2008-01-31,1087000.0,1092000.0,3871.0,22.84,-35,1788,-1700
2008-02-01,1097000.0,1090000.0,1427.0,22.8,-62,-164,183
2008-02-04,1078000.0,1105000.0,2004.0,23.11,-82,561,-612
2008-02-05,1115000.0,1105000.0,2190.0,23.11,-345,509,-185
2008-02-11,1104000.0,1075000.0,996.0,22.48,78,6,-85
2008-02-12,1075000.0,1100000.0,2258.0,23.01,-361,935,-581
2008-02-13,1126000.0,1085000.0,613.0,22.69,24,-16,-23
2008-02-14,1086000.0,1099000.0,1817.0,22.98,528,-84,-518
2008-02-15,1095000.0,1060000.0,4586.0,22.17,1857,-2138,209
2008-02-18,1064000.0,1035000.0,2744.0,21.65,337,-640,200
2008-02-19,1026000.0,1050000.0,1521.0,21.96,-276,382,-142
2008-02-20,1050000.0,1035000.0,1349.0,21.65,400,-471,64
2008-02-21,1037000.0,1052000.0,1838.0,22.0,-352,-31,237
2008-02-22,1050000.0,1026000.0,1392.0,21.46,585,-432,-141
2008-02-25,1026000.0,1038000.0,1503.0,21.71,-255,813,-659
2008-02-26,1036000.0,1035000.0,1623.0,21.65,183,812,-1019
2008-02-27,1035000.0,1039000.0,1447.0,21.73,-38,1057,-1050
2008-02-28,1043000.0,1035000.0,2005.0,21.65,698,408,-1126
2008-02-29,1026000.0,1015000.0,1962.0,21.23,929,-621,-271
2008-03-03,1019000.0,1015000.0,2056.0,21.23,151,-307,203
2008-03-04,1027000.0,1003000.0,1407.0,20.98,737,-519,-202
2008-03-05,1000000.0,1003000.0,1273.0,20.98,-59,578,-673
2008-03-06,1003000.0,1002000.0,1471.0,20.96,442,175,-693
2008-03-07,1000000.0,991000.0,1680.0,20.73,918,-469,-449
2008-03-10,991000.0,984000.0,3558.0,20.58,260,1065,-1347
2008-03-11,980000.0,975000.0,1694.0,20.39,281,88,-377
2008-03-12,981000.0,997000.0,4147.0,20.85,-243,2773,-2740
2008-03-13,1000000.0,985000.0,4368.0,20.6,-270,1538,-1774
2008-03-14,992000.0,990000.0,8847.0,20.71,704,3711,-4330
2008-03-17,985000.0,980000.0,4493.0,20.5,-410,1698,-538
2008-03-18,980000.0,932000.0,2746.0,19.49,910,318,-1259
2008-03-19,942000.0,893000.0,7845.0,18.68,3684,-552,-1896
2008-03-20,878000.0,880000.0,5948.0,18.4,-15,102,-296
2008-03-21,883000.0,877000.0,3211.0,18.34,1328,-1102,-644
2008-03-24,877000.0,896000.0,3115.0,18.74,-128,962,-984
2008-03-25,914000.0,900000.0,2989.0,18.82,584,-163,-471
2008-03-26,903000.0,890000.0,1803.0,18.61,775,-279,-498
